#---------------------------------------------------------------------------------------------------------------
#     NAME                    P0                                     P1                               P1_I
#                             (s)
#---------------------------------------------------------------------------------------------------------------
895   J1727-2739   hfs+04     1.29309994235           16  hfs+04     1.10E-15           3  hfs+04     *

896   B1726-00     stwd85     0.3860037238349         15  hlk+04     1.122656E-15      14  hlk+04     *
897   J1728-3733   mlc+01     0.61553824309           16  mlc+01     7.2E-17           31  mlc+01     *
898   J1728-4028   lfl+06     0.866342509              4  lfl+06     2.3E-16            6  lfl+06     *
899   J1729-2117   btb+15     0.0662928992668          4  btb+15     17.2E-20           7  btb+15     *
900   J1730-2304   lnl+95     0.00812279804607698      4  rhc+15     2.01844E-20        3  rhc+15     *

901   J1730-2900   lfl+06     1.5384267263             3  lfl+06     8.85E-15           8  lfl+06     *
902   B1727-33     jlm+92     0.139460211250          18  hlk+04     8.482941E-14      18  hlk+04     *
903   J1730-3353   hfs+04     3.2702418032             5  hfs+04     2.196E-14          4  hfs+04     *
904   J1731-3123   hfs+04     0.75304798900            3  hfs+04     1.679E-15          3  hfs+04     *
905   J1731-3322   ncb+15     0.54467054719            4  ncb+15     28093E-18         18  ncb+15     *

906   B1727-47     lvw68      0.82982878524            5  wmp+00     1.63626E-13        4  wmp+00     *
907   J1732-1930   lml+98     0.483769998047           8  hlk+04     1.8180E-16        10  hlk+04     *
908   J1732-3131   aaa+09c    0.196543154965          20  rkp+11     2.80483E-14       12  rkp+11     *
909   J1732-3426   lfl+06     0.33288667881            4  lfl+06     4.02E-16           9  lfl+06     *
910   J1732-3729   kbm+03     2.18400134708           15  kbm+03     1.30E-15           5  kbm+03     *

911   B1729-41     mlt+78     0.6279806844             3  nmc81      1.2838E-14        12  nmc81      *
912   J1732-4156   hfs+04     0.323434055969          13  hfs+04     6.61E-16           6  hfs+04     *
913   B1730-22     dls73      0.871682832986           3  hlk+04     4.2703E-17        10  hlk+04     *
914   J1733-2533   lfl+06     0.65979414168            4  lfl+06     2.100E-15          5  lfl+06     *
915   J1733-2837   lfl+06     0.76818455674            6  lfl+06     1.108E-15          8  lfl+06     *

916   J1733-3030   hfs+04     0.362051962860          14  hfs+04     1.6485E-15        11  hfs+04     *
917   J1733-3322   mhl+02     1.24591463402            8  mhl+02     4.10E-15           3  mhl+02     *
918   B1730-37     jlm+92     0.337585823180           3  jml+95     1.50465E-14        2  jml+95     *
919   J1733-4005   hfs+04     0.561778329077          13  hfs+04     3.624E-15          3  hfs+04     *
920   J1733-5515   bbb+12     1.011233535              8  bbb+12     0.4E-15            2  bbb+12     *

921   B1732-02     dtws85     0.839394324968           9  hlk+04     4.2100E-16         8  hlk+04     *
922   J1734-2415   lfl+06     0.61252373999           12  lfl+06     1.051E-15         12  lfl+06     *
923   J1734-3058   ncb+15     0.541285680730           5  ncb+15     16.2E-18           5  ncb+15     *
924   J1734-3333   mhl+02     1.169340685              5  elk+11     2.27941E-12        5  elk+11     *
925   J1735-0243   blr+13     0.7828869765             5  blr+13     6.32E-16          12  blr+13     *

926   B1732-07     ll76       0.4193349661853         11  hlk+04     1.214735E-15       9  hlk+04     1.21e-15
927   J1735-3258   mhl+02     0.35096322944           12  mhl+02     2.608E-14          7  mhl+02     *
928   J1736-2457   lfl+06     2.64222343904           14  lfl+06     3.43E-15           3  lfl+06     *
929   J1736-2819   hfs+04     1.59241948019           13  hfs+04     1.4921E-14        13  hfs+04     *
930   J1736-2843   hfs+04     6.4450360861            17  hfs+04     2.999E-14         17  hfs+04     *

931   J1736-3511   kbm+03     0.50280278290           13  kbm+03     1.57E-15           8  kbm+03     *
932   J1737-3102   mhl+02     0.76867227339            5  mhl+02     3.7334E-14         6  mhl+02     *
933   J1737-3137   mhl+02     0.45043236999            7  mhl+02     1.38756E-13        3  mhl+02     *
934   J1737-3320   hfs+04     0.81627308018            6  hfs+04     2.251E-15          6  hfs+04     *
935   B1734-35     jlm+92     0.397584746441           3  jml+95     6.1214E-15         2  jml+95     *

936   J1738-2330   lfl+06     1.97884743163            4  lfl+06     8.559E-15          4  lfl+06     *
937   J1738-2647   hfs+04     0.34959099098            5  hfs+04     3.153E-15         15  hfs+04     *
938   J1738-2736   ncb+15     0.627715518484          19  ncb+15     4624.3E-18         7  ncb+15     *
939   J1738-2955   mhl+02     0.4433980218             4  mhl+02     8.1861E-14         6  mhl+02     *
940   J1738-3107   hfs+04     0.54949769829           13  hfs+04     3.0E-16            7  hfs+04     *

941   B1735-32     cjlm87     0.768498945480           3  hlk+04     7.94911E-16       18  hlk+04     *
942   J1738-3316   hfs+04     0.73037251102            5  hfs+04     8.9E-17            4  hfs+04     *
943   J1739+0612   jbo+09     0.234169035616           3  jbo+09     0.15640E-15       12  jbo+09     *
944   J1739-1313   ebvb01     1.215697613611           9  ebvb01     8.17E-17           9  ebvb01     *
945   B1736-29     cl86       0.322882431774           9  hlk+04     7.87980E-15        7  hlk+04     *

946   J1739-3023   mhl+02     0.11436793182            4  mhl+02     1.140145E-14      12  mhl+02     *
947   J1739-3049   mhl+02     0.239317178406          18  mhl+02     2.1781E-15        18  mhl+02     *
948   B1736-31     cl86       0.52944098843           15  hlk+04     1.85836E-14       15  hlk+04     *
949   J1739-3159   mhl+02     0.87756123714           15  mhl+02     1.97E-16          15  mhl+02     *
950   J1739-3951   lfl+06     0.341772476799          10  lfl+06     2.0E-17            5  lfl+06     *

951   J1740+1000   mca00      0.154087174313           2  mac+02     2.14651E-14        2  mac+02     *
952   B1737+13     mlt+78     0.803050264794           4  hlk+04     1.451320E-15      12  hlk+04     1.44e-15
953   J1740-2540   hfs+04     1.69265634040            9  hfs+04     1.851E-15         12  hfs+04     *
954   B1737-30     cl86       0.60688662425            4  ywml10     4.66124E-13       12  ywml10     *
955   J1740-3327   hfs+04     0.515000656402          14  hfs+04     3.8978E-15        14  hfs+04     *

956   B1738-08     mlt+78     2.043082458401           6  hlk+04     2.27471E-15        5  hlk+04     *
957   J1741-2019   ebvb01     3.90450636119           13  ebvb01     1.6260E-14        13  ebvb01     *
958   J1741-2054   aaa+09c    0.41370012084           18  rkp+11     1.6983E-14         6  rkp+11     1.70e-14
959   J1741-2719   lfl+06     0.346796929142          19  lfl+06     8.1E-17            4  lfl+06     *
960   J1741-2733   mhl+02     0.89295866978            6  mhl+02     1.48E-16           8  mhl+02     *

961   J1741+2758   fcwa95     1.3607376877             4  lwf+04     1.841E-15          1  lwf+04     *
962   J1741-2945   mhl+02     0.223557828541          15  mhl+02     6.342E-16         20  mhl+02     *
963   J1741-3016   mhl+02     1.89374869377           18  mhl+02     8.99E-15           6  mhl+02     *
964   B1737-39     mlt+78     0.512211401067           8  wmz+01     1.9313E-15        14  wmz+01     1.93e-15
965   J1742-3957   lfl+06     1.0163491951             4  lfl+06     8.2E-17           29  lfl+06     *

966   J1742-4616   ebvb01     0.412401047219           7  ebvb01     3.38E-17          12  ebvb01     *
967   B1740-03     mlt+78     0.44464510677           10  hlk+04     1.5562E-15         8  hlk+04     *
968   B1740-13     stwd85     0.405336948592          10  hlk+04     4.7752E-16         9  hlk+04     *
969   J1743-2442   hfs+04     1.24250830909           11  hfs+04     4.72E-16          10  hfs+04     *
970   B1740-31     jlm+92     2.41457551997            6  hlk+04     1.207753E-13       6  hlk+04     *

971   J1743-3153   mhl+02     0.193105399932           7  mhl+02     1.05675E-14        4  mhl+02     *
972   J1743-4212   ebvb01     0.3061669878595         16  ebvb01     7.834E-16          4  ebvb01     *
973   J1744-1134   bjb+97     0.004074545941439190     7  rhc+15     8.93471E-21        5  rhc+15     7.21e-21
974   J1744-1610   ebvb01     1.757205868816          16  ebvb01     2.3767E-15        16  ebvb01     *
975   J1744-2335   lml+98     1.68350668862            2  dsb+98     8.327E-16          9  dsb+98     *

976   J1744-3130   mhl+02     1.06606087128            4  mhl+02     2.1224E-14        12  mhl+02     *
977   J1744-5337   bbb+12     0.3556658488             8  bbb+12     0.19E-15           1  bbb+12     *
978   J1745-0129   ebvb01     1.045406855598          18  ebvb01     6.31E-16           4  ebvb01     *
979   J1745-2229   hfs+04     1.160592538166          19  hfs+04     2.857E-15          3  hfs+04     *
980   B1742-30     kac+73     0.367428753855           5  hlk+04     1.066784E-14       3  hlk+04     1.07e-14

981   J1745-3812   bbb+12     0.6983528638             2  bbb+12     2.426E-15          7  bbb+12     *
982   J1746+2245   clm+05     3.46503778264            6  clm+05     4.919E-15          7  clm+05     *
983   J1746+2540   fcwa95     1.0581481703             1  lwf+04     1.047E-15          2  lwf+04     *
984   J1746-2849   dcl09      1.478480373              2  dcl09      1.27E-14           6  dcl09      *
985   J1746-2850   dcl09      1.0771014910             4  dcl09      1.34311E-12        2  dcl09      *

986   J1746-2856   jkl+06     0.945224316              3  jkl+06     12.5E-15           3  jkl+06     *
987   J1747-1030   bbb+12     1.5787928888             2  bbb+12     0.43E-15           2  bbb+12     *
988   J1747-2647   kel+09     0.500254454491          16  kel+09     13.2412E-15       18  kel+09     *
989   J1747-2802   mhl+02     2.7800791979             8  mhl+02     2.37E-15          12  mhl+02     *
990   J1747-2809   crgl09     0.052152855              2  crgl09     1.5557E-13         3  crgl09     *

991   J1747-2958   cmgl02     0.0988139764825         20  gvc+04     6.132329E-14      10  gvc+04     *
992   J1747-4036   kcj+12     0.00164560961317979      6  ckr+15     1.31367E-20       14  ckr+15     1.23e-20
993   B1745-12     mlt+78     0.3941333466126         14  hlk+04     1.212692E-15      11  hlk+04     *
994   B1745-20A    mlj+89b    0.2886027917197         16  frb+08     3.9933E-16        10  frb+08     *
995   J1748-2021C  frb+08     0.006226932720487        3  frb+08     -5.983E-20        16  frb+08     *

996   J1748-2021E  frb+08     0.016264003411125        6  frb+08     3.124E-19          4  frb+08     *
997   J1748-2444   lmd+90     0.442838499130           6  hlk+04     1.1131E-16         4  hlk+04     *
998   J1748-2446C  lmbm00     0.0084360953044          1  lmbm00     -6.06E-19          4  lmbm00     *
999   J1749-2347   hfs+04     0.87448588170            4  hfs+04     2.4236E-15        10  hfs+04     *
1000  J1749-2629   mhl+02     1.33538779057           13  mhl+02     1.72E-15           3  mhl+02     *

1001  B1746-30     jlm+92     0.609873648673          15  hlk+04     7.87067E-15       12  hlk+04     *
1002  J1749-4931   bbb+12     0.445822307              2  bbb+12     0.59E-15           2  bbb+12     *
1003  B1745-56     mlt+78     1.3323097198             7  nmc81      2.12E-15           3  nmc81      *
1004  J1750-2043   lfl+06     5.639047079              3  lfl+06     7.9E-15           16  lfl+06     *
1005  J1750-2438   mhl+02     0.712794036774          10  mhl+02     1.0797E-14         3  mhl+02     *

1006  J1750-2444   hfs+04     0.89937672140            5  hfs+04     2.64E-16           3  hfs+04     *
1007  J1750-28     ncb+15     1.3005131462             7  ncb+15     5780E-18         190  ncb+15     *
1008  B1747-31     jlm+92     0.910362984150           5  hlk+04     1.9652E-16         4  hlk+04     *
1009  J1750-3503   mld+96     0.68401360292            3  dsb+98     3.81E-17           4  dsb+98     *
1010  J1750-3703C  frb+08     0.02656867837497         5  frb+08     -9.96E-19          3  frb+08     *

1011  J1750-3703D  frb+08     0.005139936774902        4  frb+08     4.928E-19          3  frb+08     *
1012  J1751-2516   mhl+02     0.39483578357           10  mhl+02     2.645E-15          3  mhl+02     *
1013  J1751-3323   kbm+03     0.54822710380            7  ywml10     8.830E-15          7  ywml10     *
1014  B1747-46     wvl69      0.742352395470          10  smd93      1.2911E-15         6  smd93      *
1015  J1752+2359   fcwa95     0.409050865044           9  lwf+04     0.6427E-15         9  lwf+04     *

1016  J1752-2410   hfs+04     0.1910366935341         19  hfs+04     6.1773E-16         8  hfs+04     *
1017  B1749-28     tv68       0.56255763553            3  hlk+04     8.12913E-15       10  hlk+04     8.13e-15
1018  J1752-2821   mhl+02     0.64022949952            4  mhl+02     3.468E-15         17  mhl+02     *
1019  J1753-1914   lfl+06     0.0629548889725         12  lfl+06     2.02E-18          12  lfl+06     *
1020  B1750-24     cl86       0.52833640936            3  hlk+04     1.411502E-14      17  hlk+04     *

1021  J1754-2422   kjv+10     2.0902480768             4  bbb+12     0.83E-15           2  bbb+12     *
1022  J1754-3443   hfs+04     0.361690595821          10  hfs+04     5.712E-16          7  hfs+04     *
1023  J1754-3510   lfl+06     0.392703893399           3  lfl+06     7.816E-16          5  lfl+06     *
1024  B1753+52     dtws85     2.39139679486            3  hlk+04     1.5641E-15         3  hlk+04     *
1025  J1755-0903   bbb+12     0.190709642575           4  bbb+12     0.7809E-15         3  bbb+12     *

1026  J1755-1650   lfl+06     0.73374443871            3  lfl+06     6.86E-16           3  lfl+06     *
1027  J1755-2025   kel+09     0.322231178915           5  kel+09     4.4217E-15         6  kel+09     *
1028  J1755-2521   mhl+02     1.1759678772             5  mhl+02     9.0193E-14        17  mhl+02     *
1029  J1755-25211  hfs+04     1.00451255339            7  hfs+04     3.12081E-14       13  hfs+04     *
1030  J1755-2534   hfs+04     0.233540625445           9  hfs+04     1.12061E-14        9  hfs+04     *

1031  J1755-26     ncb+15     0.43087215605           14  ncb+15     12280E-18         50  ncb+15     *
1032  J1755-2725   mhl+02     0.26195467832            5  mhl+02     1.4E-17            9  mhl+02     *
1033  J1756-2225   hfs+04     0.40498030096            9  hfs+04     5.2691E-14         5  hfs+04     *
1034  B1753-24     cl86       0.6704799625529         14  hlk+04     2.84740E-16        9  hlk+04     *
1035  J1756-2619   kel+09     0.72451374873           11  kel+09     1.238E-15          6  kel+09     *

1036  J1757-2223   mhl+02     0.1853101015788         11  mhl+02     7.820E-16          3  mhl+02     *
1037  B1754-24     kom74      0.234100571494           4  hlk+04     1.291920E-14       3  hlk+04     *
1038  J1757-27     ncb+15     0.01768721477177        11  ncb+15     0.21E-18           2  ncb+15     *
1039  J1758-1931   hfs+04     0.69255157815            7  hfs+04     1.692E-14          3  hfs+04     *
1040  J1758-2206   mhl+02     0.430278250497          15  mhl+02     9.56E-16           4  mhl+02     *

1041  J1758-2540   mhl+02     2.1072633712             4  mhl+02     1.55E-15          14  mhl+02     *
1042  J1758-2630   mhl+02     1.20289346322           18  mhl+02     5.17E-15           8  mhl+02     *
1043  J1758-2846   lfl+06     0.76670638621            3  lfl+06     9.4E-17           18  lfl+06     *
1044  J1758+3030   cnst96     0.94725581104            8  snt97      7.2E-16            1  snt97      *
1045  J1759-1029   bbb+12     2.5122628118             5  bbb+12     15.74E-15          2  bbb+12     *

1046  J1759-1736   lfl+06     0.79845156695            8  lfl+06     2.55E-16          20  lfl+06     *
1047  J1759-1903   hfs+04     0.73150547250           17  hfs+04     3.07E-15           7  hfs+04     *
1048  J1759-1940   mhl+02     0.254720352269           7  mhl+02     9.34E-17          20  mhl+02     *
1049  J1759-1956   mhl+02     2.8433888097             3  mhl+02     1.857E-14          5  mhl+02     *
1050  B1756-22     mlt+78     0.460974127869           9  hlk+04     1.087242E-14       9  hlk+04     *

1051  J1759-2302   mhl+02     0.81071772906           12  mhl+02     1.0744E-14        12  mhl+02     *
1052  J1759-2307   mhl+02     0.55888867754            3  mhl+02     3.762E-15          3  mhl+02     *
1053  J1759-2549   mhl+02     0.95654854873           11  mhl+02     9.9592E-14        13  mhl+02     *
1054  J1759-2922   lml+98     0.574400267809           3  hlk+04     4.62847E-15        3  hlk+04     *
1055  J1759-3107   hfs+04     1.07895331831            4  hfs+04     3.769E-15          9  hfs+04     *

1056  J1800-0125   crh+06a    0.78318548958            3  crh+06a    11.537E-15         5  crh+06a    *
1057  J1800-2114   hfs+04     1.7992724923             7  hfs+04     5.5E-16           26  hfs+04     *
1058  B1758-03     stwd85     0.92149067377            4  hlk+04     3.3101E-15         3  hlk+04     *
1059  J1801-0857A  lrfs11     0.0071756146066706       8  lrfs11     -5.1310E-19        4  lrfs11     *
1060  J1801-0857C  lrfs11     0.00373869966067         2  lrfs11     -6.5E-20           2  lrfs11     *

1061  J1801-0857D  lrfs11     0.004226532003547        3  lrfs11     6.9E-21            6  lrfs11     *
1062  J1801-1417   fsk+04     0.0036250966601209      18  lfl+06     5.31E-21          11  lfl+06     -4.09e-21
1063  J1801-1855   mhl+02     2.5504982104            10  mhl+02     1.8E-16           22  mhl+02     *
1064  J1801-1909   mhl+02     1.10872484960            5  mhl+02     7.03E-16           9  mhl+02     *
1065  J1801-2115   hfs+04     0.4381131572             4  hfs+04     1.6E-17            6  hfs+04     *

1066  J1801-2154   hfs+04     0.375296924221          10  hfs+04     1.59982E-14        5  hfs+04     *
1067  B1758-23     mdt85      0.4158270895435         18  ywml10     1.1293023E-13     11  ywml10     *
1068  B1757-24     mdt85      0.124924206569           8  hlk+04     1.279057E-13       5  hlk+04     1.28e-13
1069  B1758-29     jlm+92     1.081908474227           6  hlk+04     3.29310E-15        9  hlk+04     *
1070  J1801-3458   lfl+06     1.3856036231             3  lfl+06     4.0E-16            4  lfl+06     *

1071  J1802+0128   ebvb01     0.554261603931          10  ebvb01     2.109E-15          3  ebvb01     *
1072  J1802-1745   mhl+02     0.51467137652            3  mhl+02     5.64E-16          11  mhl+02     *
1073  J1802-2426   mhl+02     0.56900709018            3  mhl+02     8.562E-15          7  mhl+02     *
1074  J1802-3346   kjv+10     2.461051995              3  bbb+12     1.32E-15           9  bbb+12     *
1075  J1803-1616   hfs+04     0.536595822673          18  hfs+04     1.7714E-15        12  hfs+04     *

1076  J1803-1857   mhl+02     2.86433773648           13  mhl+02     1.517E-14          4  mhl+02     *
1077  J1803-1920   hfs+04     0.443648922251          16  hfs+04     3.297E-16          8  hfs+04     *
1078  B1800-21     cl86       0.13366692025028        17  ywml10     1.34359375E-13    17  ywml10     1.34e-13
1079  J1803-3329   kjv+10     0.633411983159           4  bbb+12     0.3372E-15         2  bbb+12     *
1080  J1804-2228   mhl+02     0.57051063348           10  mhl+02     1.43E-16          10  mhl+02     *

1081  B1802+03     stwd85     0.2187115654904         15  hlk+04     9.99455E-16        7  hlk+04     *
1082  J1805-0619   ebvb01     0.454650713078           7  ebvb01     9.690E-16         13  ebvb01     *
1083  J1805-1504   lfl+06     1.1812692298             3  lfl+06     2.7E-16            3  lfl+06     *
1084  J1805-2032   mhl+02     0.40576948790            5  mhl+02     8.394E-15          7  mhl+02     *
1085  J1805-2037   mhl+02     0.357806774953          13  mhl+02     1.7555E-15        16  mhl+02     *

1086  J1805-2447   hfs+04     0.661401759025          14  hfs+04     5.8E-18            7  hfs+04     *
1087  J1805-2948   bbb+12     0.4283409894             2  bbb+12     0.474E-15          5  bbb+12     *
1088  J1806+1023   ebvb01     0.484286459778           2  jbo+09     0.05725E-15        4  jbo+09     *
1089  B1804-12     stwd85     0.522618385775           4  hlk+04     1.40877E-15        3  hlk+04     *
1090  J1806-1618   hfs+04     0.66830920992            5  hfs+04     8.62E-16           3  hfs+04     *

1091  J1806-1920   mhl+02     0.8797908756             7  mhl+02     1.7E-17           21  mhl+02     *
1092  J1806-2125   mhl+02     0.481789349              3  mhl+02     1.214E-13          5  mhl+02     *
1093  J1807+0756   rtj+96     0.464300493199           2  clm+05     0.1294E-15         2  clm+05     *
1094  B1804-08     mlt+78     0.16372737166367         9  hlk+04     2.87993E-17        4  hlk+04     2.88e-17
1095  B1804-27     mlt+78     0.827776461518           9  hlk+04     1.217251E-14       7  hlk+04     *

1096  J1808-0813   mld+96     0.876044286677           6  hlk+04     1.24020E-15        6  hlk+04     *
1097  J1808-1020   lfl+06     0.596993202504           4  lfl+06     7.725E-16          4  lfl+06     *
1098  J1808-1517   eklk13     0.544549207067           8  eklk13     2.6671E-15         5  eklk13     *
1099  J1808-1726   lfl+06     0.24103454795            9  lfl+06     1.2E-17           12  lfl+06     *
1100  B1805-20     cl86       0.918410326286          11  hlk+04     1.707608E-14       9  hlk+04     *

1101  J1808-2701   lfl+06     2.45788177758           12  lfl+06     6.5818E-14        11  lfl+06     *
1102  J1808-3249   ebvb01     0.364912241765          10  ebvb01     7.0494E-15        10  ebvb01     *
1103  J1809-0119   kjv+10     0.7449764016             3  bbb+12     2.29E-15           2  bbb+12     *
1104  J1809-0743   ebvb01     0.313885674748           5  ebvb01     1.521E-16          9  ebvb01     *
1105  J1809-1429   mhl+02     0.895285284345          13  mhl+02     5.240E-15          4  mhl+02     *

1106  J1809-1850   hfs+04     1.12448108944           17  hfs+04     1.0575E-14         8  hfs+04     *
1107  J1809-1917   mhl+02     0.082746885746           3  mhl+02     2.553546E-14       4  mhl+02     *
1108  J1809-2004   mhl+02     0.43481138633           16  mhl+02     7.28E-15           6  mhl+02     *
1109  B1806-21     cjlm87     0.702413629135           4  hlk+04     3.82187E-15        3  hlk+04     *
1110  J1809-3547   lml+98     0.8603878390             7  dsb+98     1.2E-16            1  dsb+98     *

1111  J1810-1441   hfs+04     0.217213500357           4  hfs+04     2.387E-17         19  hfs+04     *
1112  J1810-1820   mhl+02     0.153716278369           8  mhl+02     5.2E-17            3  mhl+02     *
1113  B1806-53     mlt+78     0.26104931796            7  nmc81      3.83E-16           4  nmc81      *
1114  J1811-0154   ebvb01     0.92494482303            4  ebvb01     1.608E-15          6  ebvb01     *
1115  J1811+0702   fcwa95     0.46171267661            3  lwf+04     2.692E-15          1  lwf+04     *

1116  J1811-1049   kek+13     2.6238585620             3  kek+13     0.8E-15            2  kek+13     *
1117  J1811-1717   ncb+15     0.39138510099            9  ncb+15     120E-18           80  ncb+15     *
1118  J1811-1835   mhl+02     0.55746361200           10  mhl+02     6.315E-15         13  mhl+02     *
1119  J1811-2439   lfl+06     0.415812941402          11  lfl+06     2.972E-16         11  lfl+06     *
1120  J1811-4930   kjv+10     1.4327041968             1  bbb+12     2.254E-15          5  bbb+12     *

1121  B1810+02     stwd85     0.793902802035           3  hlk+04     3.59963E-15        3  hlk+04     *
1122  B1809-173    cl86       1.20537444137            9  ywml10     1.9077E-14        15  ywml10     *
1123  B1809-176    cjlm87     0.538340543302           9  hlk+04     9.8245E-16         5  hlk+04     *
1124  J1812-1910   hfs+04     0.43099098078            6  hfs+04     3.774E-14          3  hfs+04     *
1125  J1812-2102   mhl+02     1.22335230807            9  mhl+02     2.3893E-14         9  mhl+02     *

1126  J1812-2526   lfl+06     0.315835048197           8  lfl+06     1.775E-16          9  lfl+06     *
1127  J1812-2748   kjv+10     0.236983307439           9  bbb+12     0.3156E-15         4  bbb+12     *
1128  J1812-3039   bbb+12     0.58747677594            2  bbb+12     0.6602E-15         8  bbb+12     *
1129  J1813+1822   lwf+04     0.3364246764             9  lwf+04     0.021E-15          8  lwf+04     *
1130  J1813-2113   mhl+02     0.426466240565          13  mhl+02     2.081E-15          6  mhl+02     *

1131  J1813-2242   hfs+04     0.328514216183          15  hfs+04     4.78E-17           6  hfs+04     *
1132  B1811+40     dth78      0.931089084936           3  hlk+04     2.54871E-15        3  hlk+04     *
1133  J1814-0521   kjv+10     1.01421948495            6  bbb+12     0.884E-15          3  bbb+12     *
1134  J1814-0618   lfl+06     1.37786849563           14  lfl+06     2.92E-16          16  lfl+06     *
1135  J1814+1130   naf03      0.751261115038           3  naf03      1.66038E-15        8  naf03      *

1136  J1814-1649   mhl+02     0.95746393536            7  mhl+02     6.333E-15          7  mhl+02     *
1137  J1814-1744   ckl+00     3.975905188             16  js06       7.447E-13          4  js06       *
1138  J1815-1738   hfs+04     0.1984357331818         16  hfs+04     7.785293E-14      12  hfs+04     *
1139  J1815-1910   mhl+02     1.24992353738            8  mhl+02     3.630E-14          3  mhl+02     *
1140  J1816-0755   lfl+06     0.2176426911444         15  lfl+06     6.48032E-15       15  lfl+06     *

1141  J1816-1446   hfs+04     0.594499815819          18  hfs+04     1.3261E-15        11  hfs+04     *
1142  B1813-17     clj+92     0.78231335990            4  hlk+04     7.2621E-15         3  hlk+04     *
1143  B1813-26     lvw69a     0.592885130439           3  hlk+04     6.6411E-17        15  hlk+04     *
1144  J1816-5643   jbo+09     0.2179228818474         13  jbo+09     0.00193E-15        6  jbo+09     *
1145  J1817-0743   lfl+06     0.438095346909          18  lfl+06     -2.3E-18          83  lfl+06     *

1146  J1817-1511   hfs+04     0.224603837185          16  hfs+04     1.4313E-15         9  hfs+04     *
1147  J1817-1938   bbb+12     2.0468376289             2  kek+13     0.36E-15           9  kek+13     *
1148  B1813-36     mlt+78     0.38701692095            3  nmc81      2.0465E-15        14  nmc81      *
1149  J1817-3837   lml+98     0.38448678392            2  ebvb01     5.802E-16          6  ebvb01     *
1150  J1818-1116   hfs+04     0.54479952470            5  hfs+04     3.824E-15          6  hfs+04     *

1151  B1815-14     cl86       0.2914894606391          4  ywml10     2.035737E-15      17  ywml10     *
1152  J1818-1448   eklk13     0.28137130037            6  eklk13     6.15E-15           2  eklk13     *
1153  J1818-1519   mhl+02     0.9396900396             5  mhl+02     4.11E-15           7  mhl+02     *
1154  J1818-1541   mhl+02     0.55113377674            3  mhl+02     9.676E-15          7  mhl+02     *
1155  J1818-1556   kel+09     0.952708902877          19  kel+09     0.7062E-15        19  kel+09     *

1156  J1819-0925   hfs+04     0.852047483505          15  hfs+04     3.1302E-15        11  hfs+04     *
1157  J1819-1008   hfs+04     0.301489849278           7  hfs+04     1.3209E-15         5  hfs+04     *
1158  J1819-1114   eklk13     0.29416251457            2  eklk13     0.566E-15          6  eklk13     *
1159  J1819-1131   hfs+04     1.38813712856           16  hfs+04     7.61E-16          10  hfs+04     *
1160  J1819+1305   ebvb01     1.060363543971           7  naf03      0.3592E-15         2  naf03      *

1161  J1819-1318   lfl+06     1.51569599263           12  lfl+06     6.0E-16            3  lfl+06     *
1162  J1819-1408   mhl+02     1.7884904528            16  mhl+02     2.59E-15          16  mhl+02     *
1163  J1819-1510   mhl+02     0.226538990075           4  mhl+02     7.9E-18            9  mhl+02     *
1164  J1819-1717   ekl09      0.39352163764            6  eklk13     3.455E-15          6  eklk13     *
1165  B1818-04     vlw69      0.598075929665          15  hlk+04     6.33137E-15        4  hlk+04     6.33e-15

1166  J1820-0509   lfl+06     0.337320795791           3  lfl+06     9.323E-16          3  lfl+06     *
1167  B1817-13     cl86       0.921459731325           5  hlk+04     4.49522E-15        4  hlk+04     *
1168  J1820-1529   hfs+04     0.333242850831          18  hfs+04     3.79072E-14       10  hfs+04     *
1169  B1817-18     jlm+92     0.3099045934277          9  hlk+04     9.3609E-17         6  hlk+04     *
1170  J1821+0155   rsm+13     0.03378133193189        13  rsm+13     2.900E-20         19  rsm+13     *

1171  J1821-0256   lfl+06     0.414111049843          14  lfl+06     3.72E-17          14  lfl+06     *
1172  J1821-0331   kek+13     0.90231562918            4  kek+13     2.53E-15           2  kek+13     *
1173  J1821-1419   hfs+04     1.6560095697             9  hfs+04     8.945E-13          3  hfs+04     *
1174  J1821-1432   kel+09     1.91513066964            8  kel+09     5.373E-15          8  kel+09     *
1175  J1821+1715   rtj+96     1.366682059422          10  clm+05     0.8714E-15        11  clm+05     *

1176  J1822+0705   fcwa95     1.362817392033          19  hlk+04     1.7472E-15         3  hlk+04     *
1177  J1822-0907   hfs+04     0.97470037336            6  hfs+04     3.55E-16           3  hfs+04     *
1178  J1822+1120   lxf+05     1.78703680542            4  lxf+05     2.346E-15          4  lxf+05     *
1179  J1822-1252   hfs+04     2.0710402725             5  hfs+04     8.476E-14          3  hfs+04     *
1180  B1820-14     cl86       0.214771109789           6  hlk+04     9.0689E-16         5  hlk+04     *

1181  J1822-1617   hfs+04     0.8311557274             3  hfs+04     1.885E-15         12  hfs+04     *
1182  B1819-22     dls72      1.874268518252           6  hlk+04     1.35439E-15        4  hlk+04     *
1183  J1822-4209   mld+96     0.456511944952           4  dsb+98     4.5864E-16         6  dsb+98     *
1184  J1823-0154   mld+96     0.759777464363           4  hlk+04     1.13147E-15        4  hlk+04     *
1185  B1821+05     mlt+78     0.7529065430494         10  hlk+04     2.26734E-16        9  hlk+04     2.27e-16

