#---------------------------------------------------------------------------------------------------------------
#     NAME                    P0                                     P1                               P1_I
#                             (s)
#---------------------------------------------------------------------------------------------------------------
288   J1115-6052   mlc+01     0.259776659501           9  mlc+01     7.235E-15          5  mlc+01     *
289   B1114-41     mlt+78     0.943157882843           7  antt94     7.9536E-15         4  antt94     7.95e-15
290   J1117-6154   kbm+03     0.50509714918            5  kbm+03     1.251E-14          3  kbm+03     *

291   J1117-6447   kbm+03     1.1552719604             3  kbm+03     2.4E-16            7  kbm+03     *
292   J1119-6127   ckl+00     0.40796298356            9  wje11      4.0202200E-12     17  wje11      *
293   B1118-79     mlt+78     2.2805971963             7  nmc81      3.67E-15           4  nmc81      *
294   B1119-54     mlt+78     0.53578313115            3  nmc81      2.7669E-15        12  nmc81      *
295   J1123-4844   lml+98     0.244838478401           7  dsb+98     6.54E-17           2  dsb+98     *

296   J1123-6102   mlc+01     0.64023374765            3  mlc+01     6.460E-15          8  mlc+01     *
297   J1123-6259   lml+98     0.271434052199           3  wmp+00     5.25308E-15        8  wmp+00     *
298   J1123-6651   lml+98     0.232976432603           2  dsb+98     2.75002E-15        3  dsb+98     *
299   J1124-5638   kbm+03     0.185559973402          11  kbm+03     9E-18              5  kbm+03     *
300   J1124-5916   cmg+02     0.13547685441           17  rkp+11     7.52566E-13       17  rkp+11     *

301   J1124-6421   kbm+03     0.47909858452            7  kbm+03     6.2E-16            3  kbm+03     *
302   B1124-60     jlm+92     0.202736911853           3  jml+95     2.8128E-16         8  jml+95     *
303   J1126-6942   lml+98     0.5794164380             2  dsb+98     3.302E-15          4  dsb+98     *
304   J1128-6219   kbm+03     0.51598351050           11  kbm+03     1.1E-17            5  kbm+03     *
305   J1130-5826   kbm+03     0.162323475501           3  kbm+03     1.589E-17         19  kbm+03     *

306   J1130-5925   mlc+01     0.68098383242            6  mlc+01     9.52E-16           7  mlc+01     *
307   J1130-6807   lml+98     0.2563527993088          8  dsb+98     4.5968E-16         2  dsb+98     *
308   J1132-5627   kbm+03     0.175166247082          10  kbm+03     6.8E-17            4  kbm+03     *
309   B1131-62     jlm+92     1.02287514082            9  jml+95     4.52E-16           2  jml+95     *
310   J1135-6055   sbd+11      0.114943                0  sbd+11     7.93e-14           0  sbd+11     *

311   B1133+16     phbc68     1.187913065936           3  hlk+04     3.733837E-15       9  hlk+04     3.59e-15
312   B1133-55     mlt+78     0.36470557624            2  smd93      8.2151E-15        15  smd93      *
313   J1137-6700   lml+98     0.55621605570            2  dsb+98     7.17E-17           4  dsb+98     *
314   J1138-6207   mlc+01     0.117563794023           3  mlc+01     1.24784E-14        5  mlc+01     *
315   J1141-3107   mld+96     0.538431789013           4  dsb+98     1.9602E-15         2  dsb+98     *

316   J1141-3322   lml+98     0.291467536511           4  hlk+04     4.6346E-16         5  hlk+04     *
317   J1142-6230   mlc+01     0.55838338569           10  mlc+01     7.8E-17           35  mlc+01     *
318   J1143-5158   mld+96     0.675646047064           8  dsb+98     6.953E-16          2  dsb+98     *
319   J1143-5536   bbb+12     0.68535848563            4  bbb+12     0.485E-15          2  bbb+12     *
320   J1144-6146   mlc+01     0.98778306934           16  mlc+01     -3.8E-17          89  mlc+01     *

321   J1144-6217   mlc+01     0.85066494337            4  mlc+01     3.0835E-14         7  mlc+01     *
322   B1143-60     mlt+78     0.27337242988            3  nmc81      1.7941E-15        11  nmc81      *
323   J1148-5725   lfl+06     3.5599372320             7  lfl+06     1.110E-14         13  lfl+06     *
324   J1148-6415   kbm+03     3.2410285031             8  kbm+03     2.7E-15            4  kbm+03     *
325   J1151-6108   ncb+15     0.101633196293           2  ncb+15     10278.4E-18       10  ncb+15     *

326   J1152-5800   hfs+04     1.7898294664             5  hfs+04     1.3E-15            3  hfs+04     *
327   J1152-6012   kbm+03     0.37656956576            5  kbm+03     6.685E-15         19  kbm+03     *
328   J1154-6250   kbm+03     0.28201171065            3  kbm+03     5.59E-16           5  kbm+03     *
329   J1156-5707   hfs+04     0.288409420325           8  hfs+04     2.6451E-14         5  hfs+04     *
330   J1156-5909   lml+98     1.0379310509             9  dsb+98     1.02E-15           2  dsb+98     *

331   B1154-62     lvw69b     0.400522048340           4  smd93      3.9313E-15         3  smd93      *
332   J1159-6409   kbm+03     0.66748553354            6  kbm+03     2.4E-17            4  kbm+03     *
333   J1159-7910   lml+98     0.5250742392             3  dsb+98     2.817E-15          6  dsb+98     *
334   J1201-6306   kbm+03     0.59213602908            5  kbm+03     3.555E-15         11  kbm+03     *
335   B1159-58     mlt+78     0.452800508195          19  nmc81      2.1265E-15         9  nmc81      *

336   J1204-6843   ebvb01     0.3088608620097         19  ebvb01     2.1708E-16        19  ebvb01     *
337   J1210-5559   mld+96     0.2797673308446          9  dsb+98     7.2585E-16         2  dsb+98     *
338   J1210-6550   hfs+04     4.2370102164            18  hfs+04     4.3E-16           11  hfs+04     *
339   J1211-6324   kbm+03     0.433083926199          17  kbm+03     2.57E-16           8  kbm+03     *
340   J1214-5830   kbm+03     0.90982270118            4  kbm+03     5.34E-17          15  kbm+03     *

341   J1215-5328   ebvb01     0.63641413680            5  ebvb01     1.15E-16           4  ebvb01     *
342   J1216-6223   mlc+01     0.37404678583            5  mlc+01     1.6819E-14         7  mlc+01     *
343   J1220-6318   mlc+01     0.78921201205            8  mlc+01     8.0E-17           12  mlc+01     *
344   J1222-5738   kbm+03     1.0811635266            13  kbm+03     1.5E-16            5  kbm+03     *
345   J1224-6208   mlc+01     0.58576120812            4  mlc+01     2.0196E-14        11  mlc+01     *

346   B1221-63     kac+73     0.2164762031209         14  smd93      4.95332E-15        9  smd93      *
347   J1225-5556   mld+96     1.018452868182          15  dsb+98     2.06340E-15       15  dsb+98     *
348   J1225-6035   kbm+03     0.626323941978          18  kbm+03     2.88E-16           8  kbm+03     *
349   B1222-63     mlt+78     0.4196177915             3  nmc81      9.46E-16          15  nmc81      *
350   J1231-4609   jbo+09     0.87723907778            4  jbo+09     0.0380E-15        17  jbo+09     *

351   J1231-6303   kbm+03     1.3512362992             6  kbm+03     1.4E-15           25  kbm+03     *
352   J1232-4742   ebvb01     1.8729943770             2  jbo+09     0.014E-15          5  jbo+09     *
353   J1233-6312   kbm+03     0.5647593892             4  kbm+03     6.92E-15          16  kbm+03     *
354   J1233-6344   kbm+03     0.75689193363            7  kbm+03     3.878E-15         18  kbm+03     *
355   J1235-6354   kbm+03     0.256777653406          12  kbm+03     1.97E-16           4  kbm+03     *

356   J1236-5033   ebvb01     0.294759771191           4  ebvb01     1.556E-16          4  ebvb01     *
357   J1237-6725   kbm+03     2.11097411794           14  kbm+03     2.19E-15           4  kbm+03     *
358   J1238+21     rtj+96     1.11859068945            4  hlk+04     1.4456E-15         4  hlk+04     *
359   B1237+25     lan69      1.3824491030388         10  hlk+04     9.60049E-16        3  hlk+04     9.22e-16
360   B1236-68     mlt+78     1.3019081139             4  nmc81      1.1892E-14        17  nmc81      *

361   B1237-41     mlt+78     0.51224209318           11  nmc81      1.739E-15          7  nmc81      *
362   J1243-5735   kbm+03     0.47122487769           16  kbm+03     8.0E-17            7  kbm+03     *
363   B1240-64     lvw69a     0.388480921041           5  smd93      4.5006E-15         2  smd93      *
364   J1244-5053   ebvb01     0.275207111323           4  ebvb01     9.998E-16          4  ebvb01     *
365   J1244-6531   kel+09     1.5468189400             3  kel+09     7.18E-15          10  kel+09     *

366   J1245-6238   mlc+01     2.2830933508             3  mlc+01     1.092E-14          5  mlc+01     *
367   J1248-6344   kbm+03     0.198335136357           8  kbm+03     1.6918E-14         2  kbm+03     *
368   J1248-6444   ncb+15     1.23489349389            3  ncb+15     1932E-18          16  ncb+15     *
369   J1249-6507   kbm+03     0.43444487308            3  kbm+03     1.21E-17          14  kbm+03     *
370   J1251-7407   bbb+12     0.32705773823            2  bbb+12     0.3651E-15         8  bbb+12     *

371   J1252-6314   mlc+01     0.82333927128            6  mlc+01     1.1E-16            3  mlc+01     *
372   J1253-5820   mld+96     0.2554963274098          7  dsb+98     2.09963E-15        2  dsb+98     *
373   J1254-6150   kbm+03     0.184502203069           7  kbm+03     6.24E-16           3  kbm+03     *
374   J1255-6131   kbm+03     0.65797363034            3  kbm+03     4.000E-15          7  kbm+03     *
375   B1254-10     dtws85     0.6173076699955          8  hlk+04     3.62700E-16        7  hlk+04     *

376   B1256-67     mlt+78     0.6633290494             3  nmc81      1.206E-15         19  nmc81      *
377   J1301-6305   mlc+01     0.18452809509            6  mlc+01     2.66747E-13        3  mlc+01     *
378   J1301-6310   kbm+03     0.66382964770            4  kbm+03     5.6433E-14         5  kbm+03     *
379   J1302-6313   kbm+03     0.9678462129             4  kbm+03     6.33E-15           8  kbm+03     *
380   J1303-6305   mlc+01     2.3066415539             4  mlc+01     2.18E-15          16  mlc+01     *

381   J1305-6203   mlc+01     0.42776184224            8  mlc+01     3.214E-14          3  mlc+01     *
382   J1305-6256   mlc+01     0.47823093284           12  mlc+01     2.11E-15           4  mlc+01     *
383   B1302-64     mlt+78     0.5716469444             4  nmc81      4.032E-15         17  nmc81      *
384   J1306-6242   kbm+03     0.98190211848            9  kbm+03     5.86E-15           3  kbm+03     *
385   B1303-66     jlm+92     0.473026470689           7  jml+95     5.9745E-15         5  jml+95     *

386   J1307-6318   mlc+01     4.9624272525            20  mlc+01     2.11E-14           4  mlc+01     *
387   J1308-4650   jbo+09     1.05883304424            3  jbo+09     0.5259E-15        16  jbo+09     *
388   J1308-5844   lfl+06     0.4646997488             7  lfl+06     8.639E-15          5  lfl+06     *
389   J1309-6415   mlc+01     0.6194535568             3  mlc+01     8.79E-15          12  mlc+01     *
390   J1309-6526   kbm+03     0.398292162785          20  kbm+03     1.84E-17          15  kbm+03     *

391   B1309-12     dtws85     0.4475177112318          7  hlk+04     1.50859E-16        4  hlk+04     *
392   B1309-53     mlt+78     0.7281542173             3  nmc81      1.48E-16          13  nmc81      *
393   B1309-55     mlt+78     0.8492356848             4  nmc81      5.706E-15         16  nmc81      *
394   J1312-6400   mlc+01     2.43743249609           11  mlc+01     6.8E-16            5  mlc+01     *
395   J1313+0931   lzb+00     0.84893275073            2  lzb+00     8E-16              1  lzb+00     *

396   J1314-6101   kbm+03     2.9483896038            15  kbm+03     1.17E-14           9  kbm+03     *
397   J1316-6232   cmk01      0.34282539844            6  cmk01      5.297E-15          2  cmk01      *
398   J1317-6302   mlc+01     0.26127055606            3  mlc+01     1.02E-16           6  mlc+01     *
399   B1316-60     jlm+92     0.284351393041           6  jml+95     1.5263E-15         2  jml+95     *
400   J1319-6105   kbm+03     0.421118114249           6  kbm+03     1.5012E-15        11  kbm+03     *

401   J1320-3512   mld+96     0.45848840672            7  dsb+98     1.9E-18            8  dsb+98     *
402   B1317-53     mlt+78     0.279729147244           4  smd93      9.2543E-15         2  smd93      *
403   J1321-5922   kel+09     1.27905759523            7  kel+09     2.37E-15           3  kel+09     *
404   B1322+83     dbtb82     0.670037418386           3  hlk+04     5.6630E-16         3  hlk+04     5.63e-16
405   J1322-6241   mlc+01     0.50605841373            5  mlc+01     2.587E-15         18  mlc+01     *

406   J1322-6329   kbm+03     2.7642094208             5  kbm+03     1.108E-14         10  kbm+03     *
407   J1324-6146   kbm+03     0.8441085753             3  kbm+03     5.58E-15          14  kbm+03     *
408   J1324-6302   kbm+03     2.48380369300           10  kbm+03     9.79E-16           9  kbm+03     *
409   B1323-58     mlt+78     0.47799086689            3  dmk+93     3.238E-15          1  dmk+93     *
410   B1323-63     mlt+78     0.7926701073             5  nmc81      3.103E-15         18  nmc81      *

411   B1322-66     mlt+78     0.5430085792             5  nmc81      5.31E-15           2  nmc81      *
412   B1323-62     kac+73     0.52991319210            1  dmk+93     18.8787E-15        7  dmk+93     *
413   B1323-627    jlm+92     0.196478664183           3  jml+95     1.52962E-15        7  jml+95     *
414   J1327-6400   mlc+01     0.280677974168          13  mlc+01     3.1177E-14         4  mlc+01     *
415   B1325-43     mlt+78     0.53269880337           13  nmc81      3.014E-15          6  nmc81      3.01e-15

416   B1325-49     mlt+78     1.4787213559             4  nmc81      6.1E-16            2  nmc81      *
417   J1329-6158   kbm+03     1.5652179638             8  kbm+03     3.39E-14           3  kbm+03     *
418   J1331-5245   kjv+10     0.6481166471             2  bbb+12     0.510E-15          9  bbb+12     *
419   J1332-3032   lml+98     0.650434490647          17  hlk+04     5.603E-16          4  hlk+04     *
420   J1333-4449   jbo+09     0.345602948594           3  jbo+09     0.00054E-15       19  jbo+09     *

421   J1334-5839   mld+96     0.1077182159234          2  dsb+98     2.1596E-17         4  dsb+98     *
422   J1337-6306   hfs+04     0.207953012189           4  hfs+04     3.558E-16          3  hfs+04     *
423   B1334-61     jlm+92     1.23898957650            4  jml+95     1.3854E-14         2  jml+95     *
424   J1339-4712   jbo+09     0.1370546579332          4  jbo+09     0.00053E-15        2  jbo+09     *
425   J1339-6618   kbm+03     0.55817922185            5  kbm+03     3.5E-16            3  kbm+03     *

426   B1336-64     mlt+78     0.37862206628            4  nmc81      5.0512E-15        16  nmc81      *
427   J1341-6023   mlc+01     0.627285365870          16  mlc+01     1.9461E-14         8  mlc+01     *
